narration_id,participant_id,video_id,narration_timestamp,start_timestamp,stop_timestamp,start_frame,stop_frame,narration,verb,verb_class,noun,noun_class,all_nouns,all_noun_classes,narration_number,narration_number_large,verb_noun_pair,affordance,irr-action,grasp-type,affordance_classes,irr-action_classes,action_classes,verb_classes
P15_13_53,P15,P15_13,00:07:37.840,00:07:34.37,00:07:39.55,27262,27573,rinse bowl,rinse,2,bowl,7,['bowl'],[7],13.0053,150013.0053,rinse--bowl,rub(overturn)1,rub(overturn),1,18,11,45,10
P15_13_54,P15,P15_13,00:07:45.360,00:07:43.25,00:07:45.60,27795,27936,put spoon in dishwasher,put-in,5,spoon,1,"['spoon', 'dishwasher']","[1, 70]",13.0054,150013.0054,put-in--spoon,place5,place,5,27,3,74,19
P15_13_59,P15,P15_13,00:11:50.170,00:11:48.00,00:11:49.68,42480,42580,pick up onion,pick-up,0,onion,16,['onion'],[16],13.0059,150013.0059,pick-up--onion,pick3,pick,3,4,4,66,16
P15_13_60,P15,P15_13,00:11:52.120,00:11:49.64,00:12:10.01,42578,43800,cut onion,cut,7,onion,16,['onion'],[16],13.006,150013.006,cut--onion,move(press)5,move(press),5,9,7,15,6
P15_13_61,P15,P15_13,00:12:13.470,00:12:01.10,00:12:28.45,43266,44907,cut onion,cut,7,onion,16,['onion'],[16],13.0061,150013.0061,cut--onion,move(press)5,move(press),5,9,7,15,6
P15_13_73,P15,P15_13,00:15:05.900,00:15:04.22,00:15:05.12,54253,54307,open fridge,open,3,fridge,12,['fridge'],[12],13.0073,150013.0073,open--fridge,pull4,pull,4,1,1,1,1
P16_01_2,P16,P16_01,00:00:15.000,00:00:13.39,00:00:15.11,803,906,turn off the tap,turn-off,8,tap,0,['tap'],[0],1.0002,160001.0002,turn-off--tap,rotate3,rotate,3,13,6,10,4
P16_01_8,P16,P16_01,00:00:30.000,00:00:32.19,00:00:33.05,1931,1982,turn off the tap,turn-off,8,tap,0,['tap'],[0],1.0008,160001.0008,turn-off--tap,rotate3,rotate,3,13,6,10,4
P16_01_19,P16,P16_01,00:01:52.000,00:01:52.16,00:01:54.62,6729,6877,pick up the knife,pick-up,0,knife,4,['knife'],[4],1.0019,160001.0019,pick-up--knife,pick3,pick,3,4,4,58,16
P16_01_52,P16,P16_01,00:09:25.000,00:09:23.47,00:09:45.28,33808,35116,stir,stir,10,food,34,['food'],[34],1.0052,160001.0052,stir--food,move5,move,5,24,13,54,15
P16_01_53,P16,P16_01,00:10:30.000,00:09:43.99,00:10:43.65,35039,38619,stir,stir,10,food,34,['food'],[34],1.0053,160001.0053,stir--food,move5,move,5,24,13,54,15
P16_01_56,P16,P16_01,00:11:48.000,00:11:47.45,00:11:49.23,42447,42553,pick up the pot,pick-up,0,pot,29,['pot'],[29],1.0056,160001.0056,pick-up--pot,pick4,pick,4,31,4,62,16
P16_01_60,P16,P16_01,00:12:29.000,00:12:29.68,00:12:33.31,44980,45198,turn off the tap,turn-off,8,tap,0,['tap'],[0],1.006,160001.006,turn-off--tap,rotate3,rotate,3,13,6,10,4
P16_01_78,P16,P16_01,00:19:42.000,00:19:43.29,00:19:44.44,70997,71066,pick up the pot,pick-up,0,pot,29,['pot'],[29],1.0078,160001.0078,pick-up--pot,pick4,pick,4,31,4,62,16
P17_01_10,P17,P17_01,00:01:44.890,00:01:39.43,00:01:49.11,5965,6546,pour water into the bowl,pour-into,9,water,27,"['water', 'bowl']","[27, 7]",1.001,170001.001,pour-into--water,hold1,hold,1,10,8,16,7
P17_01_11,P17,P17_01,00:01:50.420,00:01:49.22,00:01:49.98,6553,6598,close the tap,turn-off,8,tap,0,['tap'],[0],1.0011,170001.0011,turn-off--tap,press0,press,0,6,5,10,4
P17_01_12,P17,P17_01,00:01:51.420,00:01:49.97,00:01:59.19,6598,7151,put the lid on the bowl,put-on,1,lid,6,"['lid', 'bowl']","[6, 7]",1.0012,170001.0012,put-on--lid,place1,place,1,3,3,84,20
P17_03_0,P17,P17_03,00:00:03.500,00:00:03.10,00:00:04.32,186,259,open fridge,open,3,fridge,12,['fridge'],[12],3.0,170003.0,open--fridge,pull4,pull,4,1,1,1,1
P17_03_6,P17,P17_03,00:00:40.950,00:00:39.01,00:00:40.69,2340,2441,open fridge,open,3,fridge,12,['fridge'],[12],3.0006,170003.0006,open--fridge,pull4,pull,4,1,1,1,1
P17_03_15,P17,P17_03,00:03:46.650,00:03:45.86,00:03:47.38,13551,13642,open fridge,open,3,fridge,12,['fridge'],[12],3.0015,170003.0015,open--fridge,pull4,pull,4,1,1,1,1
P17_03_17,P17,P17_03,00:03:57.200,00:03:56.48,00:03:57.71,14188,14262,close fridge,close,4,fridge,12,['fridge'],[12],3.0017,170003.0017,close--fridge,push0,push,0,2,2,2,0
P17_03_18,P17,P17_03,00:04:07.810,00:04:06.24,00:04:07.54,14774,14852,put down lid,put-down,1,lid,6,['lid'],[6],3.0018,170003.0018,put-down--lid,place3,place,3,5,3,50,2
P17_03_24,P17,P17_03,00:07:36.520,00:08:15.26,00:08:25.33,29715,30319,put down lid,put-down,1,lid,6,['lid'],[6],3.0024,170003.0024,put-down--lid,place3,place,3,5,3,50,2
P17_03_27,P17,P17_03,00:11:56.329,00:12:15.62,00:13:14.87,44137,47692,stirring food,stir,10,food,34,['food'],[34],3.0027,170003.0027,stir--food,move5,move,5,24,13,54,15
P17_04_4,P17,P17_04,00:00:36.510,00:00:34.96,00:00:36.89,2097,2213,put down bowl,put-down,1,bowl,7,['bowl'],[7],4.0004,170004.0004,put-down--bowl,place1,place,1,3,3,43,2
P17_04_10,P17,P17_04,00:01:09.630,00:01:06.24,00:01:13.79,3974,4427,put down pot,put-down,1,pot,29,['pot'],[29],4.001,170004.001,put-down--pot,place4,place,4,7,3,82,2
P17_04_12,P17,P17_04,00:01:22.999,00:01:20.32,00:01:22.97,4819,4978,open fridge,open,3,fridge,12,['fridge'],[12],4.0012,170004.0012,open--fridge,pull4,pull,4,1,1,1,1
P17_04_23,P17,P17_04,00:05:13.370,00:03:51.19,00:03:51.77,13871,13906,put down lid,put-down,1,lid,6,['lid'],[6],4.0023,170004.0023,put-down--lid,place3,place,3,5,3,50,2
P17_04_28,P17,P17_04,00:11:35.590,00:10:02.69,00:10:03.54,36161,36212,open fridge,open,3,fridge,12,['fridge'],[12],4.0028,170004.0028,open--fridge,pull4,pull,4,1,1,1,1
P17_04_39,P17,P17_04,00:15:59.040,00:16:30.21,00:16:32.81,59412,59568,put spoon back to case,put,1,spoon,1,"['spoon', 'case']","[1, 23]",4.0039,170004.0039,put--spoon,place3,place,3,5,3,41,11
P17_04_41,P17,P17_04,00:16:35.120,00:16:48.57,00:16:50.00,60514,60600,open fridge,open,3,fridge,12,['fridge'],[12],4.0041,170004.0041,open--fridge,pull4,pull,4,1,1,1,1
P17_04_43,P17,P17_04,00:16:48.029,00:16:51.41,00:16:52.19,60684,60731,close fridge,close,4,fridge,12,['fridge'],[12],4.0043,170004.0043,close--fridge,push0,push,0,2,2,2,0
P19_01_0,P19,P19_01,00:00:02.060,00:00:01.03,00:00:03.61,61,216,open cupboard,open,3,cupboard,3,['cupboard'],[3],1.0,190001.0,open--cupboard,pull4,pull,4,1,1,4,1
P19_01_2,P19,P19_01,00:00:07.120,00:00:06.81,00:00:09.17,408,550,close cupboard,close,4,cupboard,3,['cupboard'],[3],1.0002,190001.0002,close--cupboard,push0,push,0,2,2,6,0
P19_01_3,P19,P19_01,00:00:13.580,00:00:11.94,00:00:14.98,716,898,open drawers,open,3,drawer,8,['drawer'],[8],1.0003,190001.0003,open--drawer,pull4,pull,4,1,1,3,1
P19_01_4,P19,P19_01,00:00:18.759,00:00:16.91,00:00:20.44,1014,1226,take bowl,take,0,bowl,7,['bowl'],[7],1.0004,190001.0004,take--bowl,pick1,pick,1,12,4,40,3
P19_01_16,P19,P19_01,00:01:19.939,00:01:20.13,00:01:24.29,4807,5057,pour water,pour,9,water,27,['water'],[27],1.0016,190001.0016,pour--water,hold1,hold,1,10,8,17,8
P19_01_17,P19,P19_01,00:01:28.770,00:01:23.63,00:01:34.92,5017,5695,still pour water,pour,9,water,27,['water'],[27],1.0017,190001.0017,pour--water,hold1,hold,1,10,8,17,8
P19_01_43,P19,P19_01,00:05:30.660,00:05:28.75,00:05:31.15,19725,19869,close fridge,close,4,fridge,12,['fridge'],[12],1.0043,190001.0043,close--fridge,push0,push,0,2,2,2,0
P19_01_72,P19,P19_01,00:11:08.740,00:11:07.79,00:11:09.67,40067,40180,put knife,put,1,knife,4,['knife'],[4],1.0072,190001.0072,put--knife,place3,place,3,5,3,76,11
P19_01_79,P19,P19_01,00:12:10.320,00:12:09.46,00:12:11.52,43767,43891,take bowl,take,0,bowl,7,['bowl'],[7],1.0079,190001.0079,take--bowl,pick1,pick,1,12,4,40,3
P19_03_10,P19,P19_03,00:00:57.960,00:00:57.83,00:00:58.64,3469,3518,close tap,turn-off,8,tap,0,['tap'],[0],3.001,190003.001,turn-off--tap,press0,press,0,6,5,10,4
P19_03_21,P19,P19_03,00:02:03.569,00:02:02.35,00:02:03.46,7341,7407,close tap,turn-off,8,tap,0,['tap'],[0],3.0021,190003.0021,turn-off--tap,press0,press,0,6,5,10,4
P19_03_22,P19,P19_03,00:02:07.579,00:02:07.19,00:02:08.79,7631,7727,open cupboard,open,3,cupboard,3,['cupboard'],[3],3.0022,190003.0022,open--cupboard,pull4,pull,4,1,1,4,1
P19_03_24,P19,P19_03,00:02:11.200,00:02:11.38,00:02:13.13,7882,7987,close cupboard,close,4,cupboard,3,['cupboard'],[3],3.0024,190003.0024,close--cupboard,push0,push,0,2,2,6,0
P19_04_0,P19,P19_04,00:00:01.439,00:00:00.80,00:00:03.17,48,190,open fridge,open,3,fridge,12,['fridge'],[12],4.0,190004.0,open--fridge,pull4,pull,4,1,1,1,1
P19_04_18,P19,P19_04,00:02:56.940,00:02:56.28,00:02:58.25,10576,10695,pour water,pour,9,water,27,['water'],[27],4.0018,190004.0018,pour--water,hold1,hold,1,10,8,17,8
P19_04_19,P19,P19_04,00:03:04.360,00:03:03.37,00:03:05.80,11002,11148,open fridge,open,3,fridge,12,['fridge'],[12],4.0019,190004.0019,open--fridge,pull4,pull,4,1,1,1,1
P19_04_21,P19,P19_04,00:03:08.580,00:03:07.57,00:03:10.54,11254,11432,close fridge,close,4,fridge,12,['fridge'],[12],4.0021,190004.0021,close--fridge,push0,push,0,2,2,2,0
P19_04_30,P19,P19_04,00:04:00.730,00:03:59.28,00:04:03.22,14356,14593,open fridge,open,3,fridge,12,['fridge'],[12],4.003,190004.003,open--fridge,pull4,pull,4,1,1,1,1
P19_04_44,P19,P19_04,00:06:25.560,00:06:26.14,00:06:28.86,23168,23331,open drawers,open,3,drawer,8,['drawer'],[8],4.0044,190004.0044,open--drawer,pull4,pull,4,1,1,3,1
P19_04_46,P19,P19_04,00:06:51.590,00:06:50.77,00:06:52.42,24646,24745,pour water,pour,9,water,27,['water'],[27],4.0046,190004.0046,pour--water,hold1,hold,1,10,8,17,8
P19_04_49,P19,P19_04,00:07:18.880,00:07:17.07,00:07:19.78,26224,26386,open fridge,open,3,fridge,12,['fridge'],[12],4.0049,190004.0049,open--fridge,pull4,pull,4,1,1,1,1
P19_04_54,P19,P19_04,00:08:00.389,00:07:58.57,00:08:00.90,28714,28854,open fridge,open,3,fridge,12,['fridge'],[12],4.0054,190004.0054,open--fridge,pull4,pull,4,1,1,1,1
P19_04_55,P19,P19_04,00:08:02.770,00:08:01.86,00:08:03.19,28911,28991,close fridge,close,4,fridge,12,['fridge'],[12],4.0055,190004.0055,close--fridge,push0,push,0,2,2,2,0
P19_04_59,P19,P19_04,00:08:45.540,00:08:41.99,00:08:49.08,31319,31744,pour water,pour,9,water,27,['water'],[27],4.0059,190004.0059,pour--water,hold1,hold,1,10,8,17,8
P19_04_73,P19,P19_04,00:11:28.500,00:11:18.88,00:11:35.17,40732,41710,stir food,stir,10,food,34,['food'],[34],4.0073,190004.0073,stir--food,move5,move,5,24,13,54,15
P19_04_76,P19,P19_04,00:11:52.769,00:11:50.74,00:12:00.77,42644,43246,stir food,stir,10,food,34,['food'],[34],4.0076,190004.0076,stir--food,move5,move,5,24,13,54,15
P19_04_80,P19,P19_04,00:12:37.390,00:12:35.12,00:12:49.24,45307,46154,stir food,stir,10,food,34,['food'],[34],4.008,190004.008,stir--food,move5,move,5,24,13,54,15
P19_04_81,P19,P19_04,00:12:57.140,00:12:56.39,00:12:57.82,46583,46669,open fridge,open,3,fridge,12,['fridge'],[12],4.0081,190004.0081,open--fridge,pull4,pull,4,1,1,1,1
P19_04_85,P19,P19_04,00:13:22.440,00:13:22.05,00:13:22.95,48123,48177,open fridge,open,3,fridge,12,['fridge'],[12],4.0085,190004.0085,open--fridge,pull4,pull,4,1,1,1,1
P19_04_86,P19,P19_04,00:13:25.230,00:13:24.96,00:13:26.91,48297,48414,close fridge,close,4,fridge,12,['fridge'],[12],4.0086,190004.0086,close--fridge,push0,push,0,2,2,2,0
P20_01_35,P20,P20_01,00:02:12.980,00:02:10.81,00:02:12.75,7848,7965,open drawer,open,3,drawer,8,['drawer'],[8],1.0035,200001.0035,open--drawer,pull4,pull,4,1,1,3,1
P20_01_36,P20,P20_01,00:02:14.659,00:02:12.90,00:02:14.71,7974,8082,pick up bowl,pick-up,0,bowl,7,['bowl'],[7],1.0036,200001.0036,pick-up--bowl,pick1,pick,1,12,4,67,16
P20_01_38,P20,P20_01,00:02:21.430,00:02:20.10,00:02:21.70,8406,8502,pick up container,pick-up,0,container,21,['container'],[21],1.0038,200001.0038,pick-up--container,pick1,pick,1,12,4,60,16
P20_01_39,P20,P20_01,00:02:22.430,00:02:21.14,00:02:22.18,8468,8530,put down container,put-down,1,container,21,['container'],[21],1.0039,200001.0039,put-down--container,place3,place,3,5,3,29,2
P20_01_40,P20,P20_01,00:02:23.430,00:02:22.28,00:02:23.40,8536,8604,put down bowl,put-down,1,bowl,7,['bowl'],[7],1.004,200001.004,put-down--bowl,place1,place,1,3,3,43,2
P20_01_41,P20,P20_01,00:02:24.430,00:02:26.86,00:02:28.33,8811,8899,open drawer,open,3,drawer,8,['drawer'],[8],1.0041,200001.0041,open--drawer,pull4,pull,4,1,1,3,1
P20_01_47,P20,P20_01,00:02:44.669,00:02:41.91,00:02:43.81,9714,9828,turn on hob,turn-on,6,hob,24,['hob'],[24],1.0047,200001.0047,turn-on--hob,rotate3,rotate,3,13,6,12,5
P20_01_54,P20,P20_01,00:03:05.019,00:03:03.78,00:03:05.39,11026,11123,pick up lid,pick-up,0,lid,6,['lid'],[6],1.0054,200001.0054,pick-up--lid,pick3,pick,3,4,4,61,16
P20_01_55,P20,P20_01,00:03:06.209,00:03:05.49,00:03:07.43,11129,11245,put lid on olive oil,put-on,1,lid,6,"['lid', 'oil:olive']","[6, 31]",1.0055,200001.0055,put-on--lid,rotate5,rotate,5,8,6,84,20
P20_01_61,P20,P20_01,00:03:34.689,00:03:30.62,00:03:36.23,12637,12973,put lid on milk,put-on,1,lid,6,"['lid', 'milk']","[6, 64]",1.0061,200001.0061,put-on--lid,place3,place,3,5,3,84,20
P20_01_63,P20,P20_01,00:03:40.519,00:03:39.20,00:03:40.67,13152,13240,open fridge,open,3,fridge,12,['fridge'],[12],1.0063,200001.0063,open--fridge,pull4,pull,4,1,1,1,1
P20_01_66,P20,P20_01,00:03:52.859,00:03:51.67,00:03:52.62,13900,13957,close fridge,close,4,fridge,12,['fridge'],[12],1.0066,200001.0066,close--fridge,push0,push,0,2,2,2,0
P20_01_67,P20,P20_01,00:03:53.859,00:03:52.28,00:03:54.06,13936,14043,open drawer,open,3,drawer,8,['drawer'],[8],1.0067,200001.0067,open--drawer,pull4,pull,4,1,1,3,1
P20_01_68,P20,P20_01,00:03:56.799,00:03:55.91,00:03:56.97,14154,14218,close drawer,close,4,drawer,8,['drawer'],[8],1.0068,200001.0068,close--drawer,push0,push,0,2,2,9,0
P20_01_74,P20,P20_01,00:04:07.150,00:04:05.88,00:04:07.78,14752,14866,open fridge,open,3,fridge,12,['fridge'],[12],1.0074,200001.0074,open--fridge,pull4,pull,4,1,1,1,1
P20_01_77,P20,P20_01,00:04:21.930,00:04:18.47,00:04:22.48,15508,15748,close fridge,close,4,fridge,12,['fridge'],[12],1.0077,200001.0077,close--fridge,push0,push,0,2,2,2,0
P20_01_84,P20,P20_01,00:04:34.099,00:04:34.98,00:04:37.34,16498,16640,open drawer,open,3,drawer,8,['drawer'],[8],1.0084,200001.0084,open--drawer,pull4,pull,4,1,1,3,1
P20_01_86,P20,P20_01,00:04:38.500,00:04:37.72,00:04:40.19,16663,16811,pick up bowl,pick-up,0,bowl,7,['bowl'],[7],1.0086,200001.0086,pick-up--bowl,pick1,pick,1,12,4,67,16
P20_01_87,P20,P20_01,00:04:40.680,00:04:38.49,00:04:40.00,16709,16800,put down bowl,put-down,1,bowl,7,['bowl'],[7],1.0087,200001.0087,put-down--bowl,place1,place,1,3,3,43,2
P20_01_88,P20,P20_01,00:04:41.680,00:04:39.92,00:04:40.62,16795,16837,pick up bowl,pick-up,0,bowl,7,['bowl'],[7],1.0088,200001.0088,pick-up--bowl,pick1,pick,1,12,4,67,16
P20_01_90,P20,P20_01,00:04:44.849,00:04:43.48,00:04:46.23,17008,17173,rinse bowl,rinse,2,bowl,7,['bowl'],[7],1.009,200001.009,rinse--bowl,rub(overturn)1,rub(overturn),1,18,11,45,10
P20_01_94,P20,P20_01,00:04:52.990,00:04:51.02,00:04:53.07,17461,17584,put down bowl,put-down,1,bowl,7,['bowl'],[7],1.0094,200001.0094,put-down--bowl,place1,place,1,3,3,43,2
P20_01_103,P20,P20_01,00:05:27.060,00:05:26.09,00:05:26.67,19565,19600,pick up bowl,pick-up,0,bowl,7,['bowl'],[7],1.0103,200001.0103,pick-up--bowl,pick1,pick,1,12,4,67,16
P20_01_104,P20,P20_01,00:05:28.060,00:05:27.50,00:05:28.12,19650,19687,put down bowl,put-down,1,bowl,7,['bowl'],[7],1.0104,200001.0104,put-down--bowl,place1,place,1,3,3,43,2
P20_01_105,P20,P20_01,00:05:33.220,00:05:31.79,00:05:33.73,19907,20023,open dishwasher,open,3,dishwasher,70,['dishwasher'],[70],1.0105,200001.0105,open--dishwasher,pull4,pull,4,1,1,87,1
P20_01_109,P20,P20_01,00:05:50.180,00:05:48.89,00:05:50.49,20933,21029,close drawer,close,4,drawer,8,['drawer'],[8],1.0109,200001.0109,close--drawer,push0,push,0,2,2,9,0
P20_01_110,P20,P20_01,00:05:51.699,00:05:51.05,00:05:52.20,21063,21132,close dishwasher,close,4,dishwasher,70,['dishwasher'],[70],1.011,200001.011,close--dishwasher,push0,push,0,2,2,86,0
P20_01_111,P20,P20_01,00:05:55.199,00:05:54.00,00:05:54.82,21240,21289,put down fork,put-down,1,fork,14,['fork'],[14],1.0111,200001.0111,put-down--fork,place3,place,3,5,3,22,2
P20_01_112,P20,P20_01,00:05:56.280,00:05:54.92,00:05:56.16,21295,21369,put down knife,put-down,1,knife,4,['knife'],[4],1.0112,200001.0112,put-down--knife,place3,place,3,5,3,8,2
P20_01_116,P20,P20_01,00:06:04.539,00:06:03.13,00:06:03.75,21787,21825,open cupboard,open,3,cupboard,3,['cupboard'],[3],1.0116,200001.0116,open--cupboard,pull4,pull,4,1,1,4,1
P20_01_117,P20,P20_01,00:06:07.400,00:06:06.19,00:06:08.06,21971,22083,close cupboard,close,4,cupboard,3,['cupboard'],[3],1.0117,200001.0117,close--cupboard,push0,push,0,2,2,6,0
P20_01_118,P20,P20_01,00:06:11.750,00:06:08.47,00:06:11.60,22108,22296,open drawer,open,3,drawer,8,['drawer'],[8],1.0118,200001.0118,open--drawer,pull4,pull,4,1,1,3,1
P20_01_119,P20,P20_01,00:06:13.870,00:06:12.04,00:06:13.33,22322,22399,pick up bowl,pick-up,0,bowl,7,['bowl'],[7],1.0119,200001.0119,pick-up--bowl,pick1,pick,1,12,4,67,16
P20_01_120,P20,P20_01,00:06:15.300,00:06:13.36,00:06:14.68,22401,22480,pick up bowl,pick-up,0,bowl,7,['bowl'],[7],1.012,200001.012,pick-up--bowl,pick1,pick,1,12,4,67,16
P20_01_122,P20,P20_01,00:06:17.300,00:06:15.86,00:06:16.71,22551,22602,close drawer,close,4,drawer,8,['drawer'],[8],1.0122,200001.0122,close--drawer,push0,push,0,2,2,9,0
P20_01_124,P20,P20_01,00:06:19.949,00:06:18.55,00:06:19.37,22713,22762,put down bowl,put-down,1,bowl,7,['bowl'],[7],1.0124,200001.0124,put-down--bowl,place1,place,1,3,3,43,2
P20_01_139,P20,P20_01,00:07:18.560,00:07:15.42,00:07:17.00,26125,26220,pick up spatula,pick-up,0,spatula,20,['spatula'],[20],1.0139,200001.0139,pick-up--spatula,pick3,pick,3,4,4,65,16
P20_01_152,P20,P20_01,00:08:01.749,00:07:57.82,00:08:04.98,28669,29098,stir meat with spatula,stir,10,meat,28,"['meat', 'spatula']","[28, 20]",1.0152,200001.0152,stir--meat,move5,move,5,24,13,78,15
P20_01_153,P20,P20_01,00:08:05.699,00:08:04.66,00:08:12.97,29079,29578,still stirring meat with spatula,stir,10,meat,28,"['meat', 'spatula']","[28, 20]",1.0153,200001.0153,stir--meat,move5,move,5,24,13,78,15
P20_01_154,P20,P20_01,00:08:09.629,00:08:09.00,00:08:12.00,29340,29520,still stirring meat with spatula,stir,10,meat,28,"['meat', 'spatula']","[28, 20]",1.0154,200001.0154,stir--meat,move5,move,5,24,13,78,15
P20_01_155,P20,P20_01,00:08:19.460,00:08:09.81,00:08:18.46,29388,29907,still stirring meat with spatula,stir,10,meat,28,"['meat', 'spatula']","[28, 20]",1.0155,200001.0155,stir--meat,move5,move,5,24,13,78,15
P20_01_157,P20,P20_01,00:08:14.449,00:08:15.20,00:08:18.20,29712,29892,still stirring meat with spatula,stir,10,meat,28,"['meat', 'spatula']","[28, 20]",1.0157,200001.0157,stir--meat,move5,move,5,24,13,78,15
P20_01_158,P20,P20_01,00:08:25.169,00:08:18.30,00:08:21.30,29898,30078,still stirring meat with spatula,stir,10,meat,28,"['meat', 'spatula']","[28, 20]",1.0158,200001.0158,stir--meat,move5,move,5,24,13,78,15
P20_01_159,P20,P20_01,00:08:29.379,00:08:18.56,00:08:28.77,29913,30526,still stirring meat with spatula,stir,10,meat,28,"['meat', 'spatula']","[28, 20]",1.0159,200001.0159,stir--meat,move5,move,5,24,13,78,15
P20_01_163,P20,P20_01,00:08:40.640,00:08:37.67,00:08:41.13,31060,31267,stir meat with spatula,stir,10,meat,28,"['meat', 'spatula']","[28, 20]",1.0163,200001.0163,stir--meat,move5,move,5,24,13,78,15
P20_01_168,P20,P20_01,00:09:10.660,00:09:09.29,00:09:12.72,32957,33163,stir meat with spatula,stir,10,meat,28,"['meat', 'spatula']","[28, 20]",1.0168,200001.0168,stir--meat,move5,move,5,24,13,78,15
P20_01_169,P20,P20_01,00:09:14.970,00:09:16.39,00:09:18.23,33383,33493,still stirring meat with spatula,stir,10,meat,28,"['meat', 'spatula']","[28, 20]",1.0169,200001.0169,stir--meat,move5,move,5,24,13,78,15
P20_01_172,P20,P20_01,00:09:29.880,00:09:25.43,00:09:31.50,33925,34290,stir meat with spatula,stir,10,meat,28,"['meat', 'spatula']","[28, 20]",1.0172,200001.0172,stir--meat,move5,move,5,24,13,78,15
P20_01_176,P20,P20_01,00:09:45.210,00:09:42.06,00:09:45.96,34923,35157,stir meat with spatula,stir,10,meat,28,"['meat', 'spatula']","[28, 20]",1.0176,200001.0176,stir--meat,move5,move,5,24,13,78,15
P20_01_184,P20,P20_01,00:10:29.980,00:10:27.44,00:10:32.65,37646,37959,stir meat,stir,10,meat,28,['meat'],[28],1.0184,200001.0184,stir--meat,move5,move,5,24,13,78,15
P20_01_188,P20,P20_01,00:10:53.500,00:10:46.49,00:10:49.63,38789,38977,stir meat with spatula,stir,10,meat,28,"['meat', 'spatula']","[28, 20]",1.0188,200001.0188,stir--meat,move5,move,5,24,13,78,15
P20_01_206,P20,P20_01,00:12:16.110,00:12:11.36,00:12:13.52,43881,44011,stir meats with spatula,stir,10,meat,28,"['meat', 'spatula']","[28, 20]",1.0206,200001.0206,stir--meat,move5,move,5,24,13,78,15
P20_01_211,P20,P20_01,00:12:46.560,00:12:28.15,00:12:39.09,44889,45545,stir meat with spatula,stir,10,meat,28,"['meat', 'spatula']","[28, 20]",1.0211,200001.0211,stir--meat,move5,move,5,24,13,78,15
P20_01_215,P20,P20_01,00:12:56.680,00:12:51.18,00:12:56.21,46270,46572,stir meat with spatula,stir,10,meat,28,"['meat', 'spatula']","[28, 20]",1.0215,200001.0215,stir--meat,move5,move,5,24,13,78,15
P20_01_221,P20,P20_01,00:13:18.820,00:13:16.40,00:13:18.71,47784,47922,put down lid,put-down,1,lid,6,['lid'],[6],1.0221,200001.0221,put-down--lid,place1,place,1,3,3,50,2
P20_01_222,P20,P20_01,00:13:20.180,00:13:19.30,00:13:21.60,47958,48096,pick up teaspoon,pick-up,0,teaspoon,1,['teaspoon'],[1],1.0222,200001.0222,pick-up--teaspoon,pick3,pick,3,4,4,88,16
P20_01_227,P20,P20_01,00:13:36.150,00:13:33.26,00:13:35.95,48795,48957,stir meat with spatula,stir,10,meat,28,"['meat', 'spatula']","[28, 20]",1.0227,200001.0227,stir--meat,move5,move,5,24,13,78,15
P20_01_229,P20,P20_01,00:13:43.200,00:13:38.70,00:13:43.19,49122,49391,stir meat with spatula,stir,10,meat,28,"['meat', 'spatula']","[28, 20]",1.0229,200001.0229,stir--meat,move5,move,5,24,13,78,15
P20_01_232,P20,P20_01,00:13:50.780,00:13:48.54,00:13:51.38,49712,49882,pick up salt with teaspoon,pick-up,0,salt,38,"['salt', 'teaspoon']","[38, 1]",1.0232,200001.0232,pick-up--salt,pick1,pick,1,12,4,64,16
P20_01_234,P20,P20_01,00:14:01.290,00:13:59.61,00:14:00.93,50376,50455,pick up lid,pick-up,0,lid,6,['lid'],[6],1.0234,200001.0234,pick-up--lid,pick3,pick,3,4,4,61,16
P20_01_240,P20,P20_01,00:14:37.830,00:14:34.27,00:14:39.04,52456,52742,stir meat with spatula,stir,10,meat,28,"['meat', 'spatula']","[28, 20]",1.024,200001.024,stir--meat,move5,move,5,24,13,78,15
P20_01_249,P20,P20_01,00:15:24.820,00:15:23.29,00:15:24.32,55397,55459,put down spatula,put-down,1,spatula,20,['spatula'],[20],1.0249,200001.0249,put-down--spatula,place3,place,3,5,3,14,2
P20_01_254,P20,P20_01,00:15:47.820,00:15:46.47,00:15:47.67,56788,56860,put down spatula,put-down,1,spatula,20,['spatula'],[20],1.0254,200001.0254,put-down--spatula,place3,place,3,5,3,14,2
P20_01_258,P20,P20_01,00:15:54.430,00:15:54.91,00:16:01.80,57294,57708,pick up spatula,pick-up,0,spatula,20,['spatula'],[20],1.0258,200001.0258,pick-up--spatula,pick3,pick,3,4,4,65,16
P20_01_261,P20,P20_01,00:16:07.570,00:16:06.18,00:16:07.42,57970,58045,put down spatula,put-down,1,spatula,20,['spatula'],[20],1.0261,200001.0261,put-down--spatula,place3,place,3,5,3,14,2
P20_01_269,P20,P20_01,00:16:23.800,00:16:22.82,00:16:23.59,58969,59015,pick up spatula,pick-up,0,spatula,20,['spatula'],[20],1.0269,200001.0269,pick-up--spatula,pick3,pick,3,4,4,65,16
P20_01_311,P20,P20_01,00:20:46.850,00:20:46.35,00:20:49.06,74781,74943,put down spatula,put-down,1,spatula,20,['spatula'],[20],1.0311,200001.0311,put-down--spatula,place3,place,3,5,3,14,2
P20_01_312,P20,P20_01,00:20:49.730,00:20:48.32,00:20:49.08,74899,74944,open drawer,open,3,drawer,8,['drawer'],[8],1.0312,200001.0312,open--drawer,pull4,pull,4,1,1,3,1
